,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm
362,95.0,57.0,94.0,57.0,94.0,58.0,95.0,58.0,95.0,57.0,79.47438160578409,0.00047516393405395605
363,96.0,57.0,95.0,57.0,95.0,58.0,96.0,58.0,96.0,57.0,98.21973641713461,0.0004946787435505955
366,100.0,57.0,99.0,57.0,99.0,58.0,100.0,58.0,100.0,57.0,95.93832294146219,0.0003022515087335469
367,-121.0,56.0,-122.0,56.0,-122.0,57.0,-121.0,57.0,-121.0,56.0,25.384849309921265,0.0002856193886761755
368,-120.0,56.0,-121.0,56.0,-121.0,57.0,-120.0,57.0,-120.0,56.0,31.323673327763874,0.001517766802485229
369,-119.0,56.0,-120.0,56.0,-120.0,57.0,-119.0,57.0,-119.0,56.0,34.30885076522827,0.00013772133242227327
370,-118.0,56.0,-119.0,56.0,-119.0,57.0,-118.0,57.0,-118.0,56.0,22.04146683216095,0.00020624564501167507
371,-117.0,56.0,-118.0,56.0,-118.0,57.0,-117.0,57.0,-117.0,56.0,24.779215455055237,0.0002516881939178325
372,-116.0,56.0,-117.0,56.0,-117.0,57.0,-116.0,57.0,-116.0,56.0,37.05848654111226,0.00012952042205365116
375,-5.0,56.0,-6.0,56.0,-6.0,57.0,-5.0,57.0,-5.0,56.0,94.9278473854065,0.0016291867195862223
376,-4.0,56.0,-5.0,56.0,-5.0,57.0,-4.0,57.0,-4.0,56.0,12.202656517426174,0.05531019187140454
377,-3.0,56.0,-4.0,56.0,-4.0,57.0,-3.0,57.0,-3.0,56.0,15.045579771200815,0.07862116580950908
378,-2.0,56.0,-3.0,56.0,-3.0,57.0,-2.0,57.0,-2.0,56.0,5.730534096558889,0.022905107128487916
379,9.0,56.0,8.0,56.0,8.0,57.0,9.0,57.0,9.0,56.0,20.869491000970207,0.009166891270556777
380,10.0,56.0,9.0,56.0,9.0,57.0,10.0,57.0,10.0,56.0,32.44157234827678,0.027402092425771452
381,11.0,56.0,10.0,56.0,10.0,57.0,11.0,57.0,11.0,56.0,24.25695757071177,0.022050342450126888
382,13.0,56.0,12.0,56.0,12.0,57.0,13.0,57.0,13.0,56.0,26.29247158765793,0.06547208896930001
383,14.0,56.0,13.0,56.0,13.0,57.0,14.0,57.0,14.0,56.0,25.272642076015472,0.01397809708765094
384,15.0,56.0,14.0,56.0,14.0,57.0,15.0,57.0,15.0,56.0,41.15131894747417,0.007496625621738957
385,16.0,56.0,15.0,56.0,15.0,57.0,16.0,57.0,16.0,56.0,32.662010192871094,0.004161390319540707
386,17.0,56.0,16.0,56.0,16.0,57.0,17.0,57.0,17.0,56.0,57.91078408559164,0.00047732379355493073
387,22.0,56.0,21.0,56.0,21.0,57.0,22.0,57.0,22.0,56.0,65.88939428329468,0.01804231302072633
388,23.0,56.0,22.0,56.0,22.0,57.0,23.0,57.0,23.0,56.0,69.7030464808146,0.007414404379122519
389,24.0,56.0,23.0,56.0,23.0,57.0,24.0,57.0,24.0,56.0,44.685913125673935,0.012634300202107594
390,25.0,56.0,24.0,56.0,24.0,57.0,25.0,57.0,25.0,56.0,41.95874234040578,0.009409693315600246
391,26.0,56.0,25.0,56.0,25.0,57.0,26.0,57.0,26.0,56.0,81.9095273812612,0.005749336723581299
392,27.0,56.0,26.0,56.0,26.0,57.0,27.0,57.0,27.0,56.0,90.22798339525858,0.008909859404691705
393,28.0,56.0,27.0,56.0,27.0,57.0,28.0,57.0,28.0,56.0,90.74333906173706,0.007480296305548073
394,29.0,56.0,28.0,56.0,28.0,57.0,29.0,57.0,29.0,56.0,97.92030056317648,0.0021518856583456376
395,30.0,56.0,29.0,56.0,29.0,57.0,30.0,57.0,30.0,56.0,81.39723340670267,0.002142645441400468
396,31.0,56.0,30.0,56.0,30.0,57.0,31.0,57.0,31.0,56.0,84.23827091852823,0.0047814099361439604
398,33.0,56.0,32.0,56.0,32.0,57.0,33.0,57.0,33.0,56.0,98.13270568847656,0.0014703508893943833
399,34.0,56.0,33.0,56.0,33.0,57.0,34.0,57.0,34.0,56.0,98.80996346473694,0.0011134574017909345
400,35.0,56.0,34.0,56.0,34.0,57.0,35.0,57.0,35.0,56.0,97.25853204727173,0.0037447804405591947
401,36.0,56.0,35.0,56.0,35.0,57.0,36.0,57.0,36.0,56.0,84.43691929181418,0.007631657229918761
402,37.0,56.0,36.0,56.0,36.0,57.0,37.0,57.0,37.0,56.0,91.608198483785,0.018937220197377733
403,38.0,56.0,37.0,56.0,37.0,57.0,38.0,57.0,38.0,56.0,70.63673933347067,0.38372053838533254
404,39.0,56.0,38.0,56.0,38.0,57.0,39.0,57.0,39.0,56.0,46.797310312589005,0.045889499084993506
405,40.0,56.0,39.0,56.0,39.0,57.0,40.0,57.0,40.0,56.0,9.712006400028866,0.019456658716356524
406,41.0,56.0,40.0,56.0,40.0,57.0,41.0,57.0,41.0,56.0,10.501064856847126,0.023648796269352665
407,42.0,56.0,41.0,56.0,41.0,57.0,42.0,57.0,42.0,56.0,42.532703280448914,0.010737599376473315
408,43.0,56.0,42.0,56.0,42.0,57.0,43.0,57.0,43.0,56.0,48.76471161842346,0.007105065692261505
409,44.0,56.0,43.0,56.0,43.0,57.0,44.0,57.0,44.0,56.0,25.803087651729584,0.055324882326986714
410,45.0,56.0,44.0,56.0,44.0,57.0,45.0,57.0,45.0,56.0,43.38514109452565,0.01715789813540272
411,46.0,56.0,45.0,56.0,45.0,57.0,46.0,57.0,46.0,56.0,33.84377956390381,0.0035373872851242284
412,47.0,56.0,46.0,56.0,46.0,57.0,47.0,57.0,47.0,56.0,9.16082536180814,0.006235212290820839
413,48.0,56.0,47.0,56.0,47.0,57.0,48.0,57.0,48.0,56.0,11.703322331110638,0.03139098024771177
414,49.0,56.0,48.0,56.0,48.0,57.0,49.0,57.0,49.0,56.0,10.30769944190979,0.016400527817311196
415,50.0,56.0,49.0,56.0,49.0,57.0,50.0,57.0,50.0,56.0,4.89231658478578,0.03762134081122285
416,51.0,56.0,50.0,56.0,50.0,57.0,51.0,57.0,51.0,56.0,11.007971564928692,0.0053733935743236205
417,52.0,56.0,51.0,56.0,51.0,57.0,52.0,57.0,52.0,56.0,8.46936081846555,0.006701934554532423
418,53.0,56.0,52.0,56.0,52.0,57.0,53.0,57.0,53.0,56.0,2.6186421513557434,0.024304039402221717
419,54.0,56.0,53.0,56.0,53.0,57.0,54.0,57.0,54.0,56.0,2.3464551816384,0.007568233897874692
420,55.0,56.0,54.0,56.0,54.0,57.0,55.0,57.0,55.0,56.0,4.3981802339355145,0.011402529175883013
421,56.0,56.0,55.0,56.0,55.0,57.0,56.0,57.0,56.0,56.0,8.75220534702142,0.004546087002959478
422,57.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,56.0,16.904382407665253,0.0019639942817740413
423,58.0,56.0,57.0,56.0,57.0,57.0,58.0,57.0,58.0,56.0,46.16408149401347,0.003952005512042828
424,59.0,56.0,58.0,56.0,58.0,57.0,59.0,57.0,59.0,56.0,47.415417432785034,0.0054181113693611855
425,60.0,56.0,59.0,56.0,59.0,57.0,60.0,57.0,60.0,56.0,91.70522292455038,0.002981373365188367
426,61.0,56.0,60.0,56.0,60.0,57.0,61.0,57.0,61.0,56.0,80.828324953715,0.011878270819309483
427,62.0,56.0,61.0,56.0,61.0,57.0,62.0,57.0,62.0,56.0,74.36028718948364,0.009894183945450396
428,63.0,56.0,62.0,56.0,62.0,57.0,63.0,57.0,63.0,56.0,85.34573515256247,0.005333756278692016
429,64.0,56.0,63.0,56.0,63.0,57.0,64.0,57.0,64.0,56.0,95.25760610898337,0.006750260413909108
430,65.0,56.0,64.0,56.0,64.0,57.0,65.0,57.0,65.0,56.0,88.93454670906067,0.001764618687146028
431,66.0,56.0,65.0,56.0,65.0,57.0,66.0,57.0,66.0,56.0,86.55206759770712,0.0015236950130056795
432,67.0,56.0,66.0,56.0,66.0,57.0,67.0,57.0,67.0,56.0,67.68745382626852,0.0020824791632377752
433,68.0,56.0,67.0,56.0,67.0,57.0,68.0,57.0,68.0,56.0,87.59090304374695,0.001245715619804133
434,69.0,56.0,68.0,56.0,68.0,57.0,69.0,57.0,69.0,56.0,92.06355810165405,0.0012231889897577483
435,70.0,56.0,69.0,56.0,69.0,57.0,70.0,57.0,70.0,56.0,82.23441243171692,0.0033443656240662455
436,71.0,56.0,70.0,56.0,70.0,57.0,71.0,57.0,71.0,56.0,81.43142859141031,0.0009343877909647123
437,72.0,56.0,71.0,56.0,71.0,57.0,72.0,57.0,72.0,56.0,59.26903088887533,0.0007287457407195937
438,73.0,56.0,72.0,56.0,72.0,57.0,73.0,57.0,73.0,56.0,39.4786536693573,0.000801123128135487
439,74.0,56.0,73.0,56.0,73.0,57.0,74.0,57.0,74.0,56.0,63.4674608707428,0.0009005072567373773
440,75.0,56.0,74.0,56.0,74.0,57.0,75.0,57.0,75.0,56.0,36.882200837135315,0.001236595987824659
441,76.0,56.0,75.0,56.0,75.0,57.0,76.0,57.0,76.0,56.0,60.89597741762797,0.000768465505685743
442,77.0,56.0,76.0,56.0,76.0,57.0,77.0,57.0,77.0,56.0,84.43535367647806,0.0005469808429566281
443,78.0,56.0,77.0,56.0,77.0,57.0,78.0,57.0,78.0,56.0,94.31869586308798,0.0007300944088249842
444,79.0,56.0,78.0,56.0,78.0,57.0,79.0,57.0,79.0,56.0,99.72886443138123,0.0005199411352774156
447,82.0,56.0,81.0,56.0,81.0,57.0,82.0,57.0,82.0,56.0,97.28933572769165,0.00032626706740112823
448,83.0,56.0,82.0,56.0,82.0,57.0,83.0,57.0,83.0,56.0,97.38296071688333,0.0004085271537314405
449,84.0,56.0,83.0,56.0,83.0,57.0,84.0,57.0,84.0,56.0,71.55160307884216,0.001112048137767483
450,85.0,56.0,84.0,56.0,84.0,57.0,85.0,57.0,85.0,56.0,93.04458300272623,0.012439141154238111
451,86.0,56.0,85.0,56.0,85.0,57.0,86.0,57.0,86.0,56.0,98.23962847391763,0.011935092509110772
452,87.0,56.0,86.0,56.0,86.0,57.0,87.0,57.0,87.0,56.0,90.15873869260153,0.004374263253096247
453,88.0,56.0,87.0,56.0,87.0,57.0,88.0,57.0,88.0,56.0,84.93776520093283,0.0015892066280960868
454,89.0,56.0,88.0,56.0,88.0,57.0,89.0,57.0,89.0,56.0,99.97925559679666,0.0013524359349788065
455,90.0,56.0,89.0,56.0,89.0,57.0,90.0,57.0,90.0,56.0,98.53960275650024,0.0015572933429392373
456,91.0,56.0,90.0,56.0,90.0,57.0,91.0,57.0,91.0,56.0,94.52513257662454,0.0065939676751923665
457,92.0,56.0,91.0,56.0,91.0,57.0,92.0,57.0,92.0,56.0,98.7186094125112,0.0008648781837322796
458,93.0,56.0,92.0,56.0,92.0,57.0,93.0,57.0,93.0,56.0,58.861786127090454,0.02913269450010633
459,94.0,56.0,93.0,56.0,93.0,57.0,94.0,57.0,94.0,56.0,48.85465204715729,0.011821832099070569
460,95.0,56.0,94.0,56.0,94.0,57.0,95.0,57.0,95.0,56.0,84.57029859224954,0.004412625625490154
461,96.0,56.0,95.0,56.0,95.0,57.0,96.0,57.0,96.0,56.0,68.38107506434122,0.0043690118462408785
462,97.0,56.0,96.0,56.0,96.0,57.0,97.0,57.0,97.0,56.0,95.73773741722107,0.001212478419838197
463,98.0,56.0,97.0,56.0,97.0,57.0,98.0,57.0,98.0,56.0,92.42387215296426,0.000828116111659172
464,100.0,56.0,99.0,56.0,99.0,57.0,100.0,57.0,100.0,56.0,99.41177169481912,0.0003093815955697128
465,-121.0,55.0,-122.0,55.0,-122.0,56.0,-121.0,56.0,-121.0,55.0,32.01674222946167,5.1383635792475124e-05
466,-120.0,55.0,-121.0,55.0,-121.0,56.0,-120.0,56.0,-120.0,55.0,20.33478170633316,5.740717445894768e-05
467,-119.0,55.0,-120.0,55.0,-120.0,56.0,-119.0,56.0,-119.0,55.0,18.335687120755516,0.0003771504052525168
468,-118.0,55.0,-119.0,55.0,-119.0,56.0,-118.0,56.0,-118.0,55.0,16.864230235417686,0.0005816878160927545
469,-117.0,55.0,-118.0,55.0,-118.0,56.0,-117.0,56.0,-117.0,55.0,15.42483021815618,0.0004257854887451094
470,-116.0,55.0,-117.0,55.0,-117.0,56.0,-116.0,56.0,-116.0,55.0,37.98445860544841,8.560056862631392e-05
471,-115.0,55.0,-116.0,55.0,-116.0,56.0,-115.0,56.0,-115.0,55.0,60.248943169911705,0.00016742284359051832
473,-113.0,55.0,-114.0,55.0,-114.0,56.0,-113.0,56.0,-113.0,55.0,65.4853880405426,0.00027153387637675975
474,-112.0,55.0,-113.0,55.0,-113.0,56.0,-112.0,56.0,-112.0,55.0,16.723105311393738,0.00017869337169201756
478,-7.0,55.0,-8.0,55.0,-8.0,56.0,-7.0,56.0,-7.0,55.0,20.59949735800425,0.008999807739546596
479,-6.0,55.0,-7.0,55.0,-7.0,56.0,-6.0,56.0,-6.0,55.0,8.485600103934605,0.010744072144136425
480,-5.0,55.0,-6.0,55.0,-6.0,56.0,-5.0,56.0,-5.0,55.0,25.31540592511495,0.009486628603883069
481,-4.0,55.0,-5.0,55.0,-5.0,56.0,-4.0,56.0,-4.0,55.0,21.554464101791382,0.010328475945049275
482,-3.0,55.0,-4.0,55.0,-4.0,56.0,-3.0,56.0,-3.0,55.0,18.218810856342316,0.010556150649002595
483,-2.0,55.0,-3.0,55.0,-3.0,56.0,-2.0,56.0,-2.0,55.0,5.999700600902239,0.023119481065320757
484,-1.0,55.0,-2.0,55.0,-2.0,56.0,-1.0,56.0,-1.0,55.0,13.001624743143717,0.06939287691463934
485,9.0,55.0,8.0,55.0,8.0,56.0,9.0,56.0,9.0,55.0,25.5072424809138,0.010614715097816823
486,10.0,55.0,9.0,55.0,9.0,56.0,10.0,56.0,10.0,55.0,19.25883789857229,0.02285832991413483
487,11.0,55.0,10.0,55.0,10.0,56.0,11.0,56.0,11.0,55.0,22.92919556299845,0.012026417543699652
488,12.0,55.0,11.0,55.0,11.0,56.0,12.0,56.0,12.0,55.0,35.14130512873332,0.01523229056372032
489,13.0,55.0,12.0,55.0,12.0,56.0,13.0,56.0,13.0,55.0,38.04827332496643,0.020010762063405456
490,14.0,55.0,13.0,55.0,13.0,56.0,14.0,56.0,14.0,55.0,15.173569818337759,0.009372141103487714
491,15.0,55.0,14.0,55.0,14.0,56.0,15.0,56.0,15.0,55.0,22.89465765158335,0.0012129545343980746
492,16.0,55.0,15.0,55.0,15.0,56.0,16.0,56.0,16.0,55.0,48.27150106430054,0.00040529462531554695
493,22.0,55.0,21.0,55.0,21.0,56.0,22.0,56.0,22.0,55.0,44.98184521993001,0.006285685625161278
494,23.0,55.0,22.0,55.0,22.0,56.0,23.0,56.0,23.0,55.0,52.260504166285195,0.006462984528814632
495,24.0,55.0,23.0,55.0,23.0,56.0,24.0,56.0,24.0,55.0,54.17391657829285,0.014441349139363246
496,25.0,55.0,24.0,55.0,24.0,56.0,25.0,56.0,25.0,55.0,62.652283906936646,0.0135780715327672
497,26.0,55.0,25.0,55.0,25.0,56.0,26.0,56.0,26.0,55.0,90.09183446566263,0.02310597854083504
498,27.0,55.0,26.0,55.0,26.0,56.0,27.0,56.0,27.0,55.0,46.0276335477829,0.004861785699938886
499,28.0,55.0,27.0,55.0,27.0,56.0,28.0,56.0,28.0,55.0,20.07141808668772,0.00966998720074557
500,29.0,55.0,28.0,55.0,28.0,56.0,29.0,56.0,29.0,55.0,38.995544115702316,0.01233783274580289
501,30.0,55.0,29.0,55.0,29.0,56.0,30.0,56.0,30.0,55.0,57.26035237312317,0.009025717835348087
502,31.0,55.0,30.0,55.0,30.0,56.0,31.0,56.0,31.0,55.0,63.09291919072469,0.016465110496192578
503,32.0,55.0,31.0,55.0,31.0,56.0,32.0,56.0,32.0,55.0,97.76063760121664,0.0032024374333933145
504,33.0,55.0,32.0,55.0,32.0,56.0,33.0,56.0,33.0,55.0,97.2916841506958,0.012907803210296064
505,34.0,55.0,33.0,55.0,33.0,56.0,34.0,56.0,34.0,55.0,88.89609376589456,0.0037225924495296026
506,35.0,55.0,34.0,55.0,34.0,56.0,35.0,56.0,35.0,55.0,90.87913831075033,0.0037322917755237025
507,36.0,55.0,35.0,55.0,35.0,56.0,36.0,56.0,36.0,55.0,84.43882266680399,0.008096426639364327
508,37.0,55.0,36.0,55.0,36.0,56.0,37.0,56.0,37.0,55.0,78.67443561553955,0.024353055430935595
509,38.0,55.0,37.0,55.0,37.0,56.0,38.0,56.0,38.0,55.0,40.191475550333664,0.11379412814625722
510,39.0,55.0,38.0,55.0,38.0,56.0,39.0,56.0,39.0,55.0,42.1504666407903,0.04545698564843402
511,40.0,55.0,39.0,55.0,39.0,56.0,40.0,56.0,40.0,55.0,63.56319189071655,0.019715566190266074
512,41.0,55.0,40.0,55.0,40.0,56.0,41.0,56.0,41.0,55.0,48.18103512128194,0.004226895883827193
513,42.0,55.0,41.0,55.0,41.0,56.0,42.0,56.0,42.0,55.0,12.366307775179546,0.007080514329355557
514,43.0,55.0,42.0,55.0,42.0,56.0,43.0,56.0,43.0,55.0,13.074114918708801,0.009093717798452852
515,44.0,55.0,43.0,55.0,43.0,56.0,44.0,56.0,44.0,55.0,1.5678570916255314,0.011461736182513596
516,45.0,55.0,44.0,55.0,44.0,56.0,45.0,56.0,45.0,55.0,1.8537592142820358,0.02112165054291537
517,46.0,55.0,45.0,55.0,45.0,56.0,46.0,56.0,46.0,55.0,2.387567237019539,0.023036728471938536
518,47.0,55.0,46.0,55.0,46.0,56.0,47.0,56.0,47.0,55.0,1.5626655581096809,0.009953438837417403
519,48.0,55.0,47.0,55.0,47.0,56.0,48.0,56.0,48.0,55.0,0.6141833495348692,0.01887482579345929
520,49.0,55.0,48.0,55.0,48.0,56.0,49.0,56.0,49.0,55.0,6.735946300129096,0.0026664752413609063
521,50.0,55.0,49.0,55.0,49.0,56.0,50.0,56.0,50.0,55.0,4.6419429282347355,0.003402762352090106
522,51.0,55.0,50.0,55.0,50.0,56.0,51.0,56.0,51.0,55.0,8.285223692655563,0.005452446685780967
523,52.0,55.0,51.0,55.0,51.0,56.0,52.0,56.0,52.0,55.0,5.944431697328886,0.013435202369995163
524,53.0,55.0,52.0,55.0,52.0,56.0,53.0,56.0,53.0,55.0,9.806081155935924,0.009619633313479332
525,54.0,55.0,53.0,55.0,53.0,56.0,54.0,56.0,54.0,55.0,6.587688873211543,0.004900317308943217
526,55.0,55.0,54.0,55.0,54.0,56.0,55.0,56.0,55.0,55.0,1.0025280993431807,0.0051712197919400555
527,56.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,55.0,0.6738252394522231,0.016136018901946613
528,57.0,55.0,56.0,55.0,56.0,56.0,57.0,56.0,57.0,55.0,1.5557149735589824,0.027261552892858067
529,58.0,55.0,57.0,55.0,57.0,56.0,58.0,56.0,58.0,55.0,4.416528219978014,0.003492070841894276
530,59.0,55.0,58.0,55.0,58.0,56.0,59.0,56.0,59.0,55.0,0.5991199519485235,0.005307038387973197
531,60.0,55.0,59.0,55.0,59.0,56.0,60.0,56.0,60.0,55.0,11.040188123782475,0.010656354467585002
532,61.0,55.0,60.0,55.0,60.0,56.0,61.0,56.0,61.0,55.0,6.197043880820274,0.008150764155191167
533,62.0,55.0,61.0,55.0,61.0,56.0,62.0,56.0,62.0,55.0,9.759386877218883,0.05019072749246059
534,63.0,55.0,62.0,55.0,62.0,56.0,63.0,56.0,63.0,55.0,75.97930828730264,0.0018677857742172774
535,64.0,55.0,63.0,55.0,63.0,56.0,64.0,56.0,64.0,55.0,91.1272386709849,0.002177539022883709
536,65.0,55.0,64.0,55.0,64.0,56.0,65.0,56.0,65.0,55.0,63.10861110687256,0.0020925224933137517
537,66.0,55.0,65.0,55.0,65.0,56.0,66.0,56.0,66.0,55.0,77.73097356160483,0.013158311627652719
538,67.0,55.0,66.0,55.0,66.0,56.0,67.0,56.0,67.0,55.0,63.78783186276754,0.0011918950933104834
539,68.0,55.0,67.0,55.0,67.0,56.0,68.0,56.0,68.0,55.0,56.82202180226644,0.0011725542770257072
540,69.0,55.0,68.0,55.0,68.0,56.0,69.0,56.0,69.0,55.0,55.787221590677895,0.002698404223436607
541,70.0,55.0,69.0,55.0,69.0,56.0,70.0,56.0,70.0,55.0,15.674097836017609,0.00535467223516912
542,71.0,55.0,70.0,55.0,70.0,56.0,71.0,56.0,71.0,55.0,34.14558370908101,0.0010491046796912713
543,72.0,55.0,71.0,55.0,71.0,56.0,72.0,56.0,72.0,55.0,15.430418650309244,0.0023105056625208568
544,73.0,55.0,72.0,55.0,72.0,56.0,73.0,56.0,73.0,55.0,8.008829255898792,0.002766131626841825
545,74.0,55.0,73.0,55.0,73.0,56.0,74.0,56.0,74.0,55.0,8.234999577204388,0.04174378874692357
546,75.0,55.0,74.0,55.0,74.0,56.0,75.0,56.0,75.0,55.0,8.080026259024937,0.002319879914414286
547,76.0,55.0,75.0,55.0,75.0,56.0,76.0,56.0,76.0,55.0,14.45244550704956,0.0015972313879281746
548,77.0,55.0,76.0,55.0,76.0,56.0,77.0,56.0,77.0,55.0,22.61986484130224,0.0011774630991422776
549,78.0,55.0,77.0,55.0,77.0,56.0,78.0,56.0,78.0,55.0,40.411316355069474,0.0013553113279599683
550,79.0,55.0,78.0,55.0,78.0,56.0,79.0,56.0,79.0,55.0,38.3381833632787,0.0016139403337072074
551,80.0,55.0,79.0,55.0,79.0,56.0,80.0,56.0,80.0,55.0,70.58725158373514,0.0005279567134967865
552,81.0,55.0,80.0,55.0,80.0,56.0,81.0,56.0,81.0,55.0,76.95209185282388,0.0006665470092838922
553,82.0,55.0,81.0,55.0,81.0,56.0,82.0,56.0,82.0,55.0,63.8286292552948,0.0011531472594161693
554,83.0,55.0,82.0,55.0,82.0,56.0,83.0,56.0,83.0,55.0,25.50527850786845,0.035082251258538935
555,84.0,55.0,83.0,55.0,83.0,56.0,84.0,56.0,84.0,55.0,71.39364083607992,0.027953843819075272
556,85.0,55.0,84.0,55.0,84.0,56.0,85.0,56.0,85.0,55.0,79.542605082194,0.0023432401531115472
557,86.0,55.0,85.0,55.0,85.0,56.0,86.0,56.0,86.0,55.0,89.46793874104819,0.008458483379626036
558,87.0,55.0,86.0,55.0,86.0,56.0,87.0,56.0,87.0,55.0,67.46960878372192,0.016884430126112345
559,88.0,55.0,87.0,55.0,87.0,56.0,88.0,56.0,88.0,55.0,85.67055662473044,0.0008031529410355172
560,89.0,55.0,88.0,55.0,88.0,56.0,89.0,56.0,89.0,55.0,96.9925363858541,0.0009766211908617925
561,90.0,55.0,89.0,55.0,89.0,56.0,90.0,56.0,90.0,55.0,78.81759206453958,0.002630526139454715
562,91.0,55.0,90.0,55.0,90.0,56.0,91.0,56.0,91.0,55.0,59.22950506210327,6.0505863719630076e-05
563,92.0,55.0,91.0,55.0,91.0,56.0,92.0,56.0,92.0,55.0,56.85365398724874,0.0006974883430592648
564,93.0,55.0,92.0,55.0,92.0,56.0,93.0,56.0,93.0,55.0,98.57995708783469,0.000564569052721439
565,94.0,55.0,93.0,55.0,93.0,56.0,94.0,56.0,94.0,55.0,85.67033410072327,0.0006782426143331375
566,95.0,55.0,94.0,55.0,94.0,56.0,95.0,56.0,95.0,55.0,65.07786909739175,4.20498738819183e-05
567,96.0,55.0,95.0,55.0,95.0,56.0,96.0,56.0,96.0,55.0,82.21715291341147,2.2800249749912552e-05
568,97.0,55.0,96.0,55.0,96.0,56.0,97.0,56.0,97.0,55.0,99.71276124318442,0.000407025490849302
570,100.0,55.0,99.0,55.0,99.0,56.0,100.0,56.0,100.0,55.0,99.22542770703635,0.00031598233186922337
571,101.0,55.0,100.0,55.0,100.0,56.0,101.0,56.0,101.0,55.0,71.58944805463156,0.0004330797426508804
572,102.0,55.0,101.0,55.0,101.0,56.0,102.0,56.0,102.0,55.0,81.47170543670654,0.0005197323473479412
577,-119.0,54.0,-120.0,54.0,-120.0,55.0,-119.0,55.0,-119.0,54.0,62.20162312189738,0.00013839395844064456
578,-118.0,54.0,-119.0,54.0,-119.0,55.0,-118.0,55.0,-118.0,54.0,66.33850733439127,1.219117735941104e-08
579,-117.0,54.0,-118.0,54.0,-118.0,55.0,-117.0,55.0,-117.0,54.0,59.27137533823649,2.3635866189121453e-06
580,-116.0,54.0,-117.0,54.0,-117.0,55.0,-116.0,55.0,-116.0,54.0,66.65186683336893,0.00012722788637996866
581,-115.0,54.0,-116.0,54.0,-116.0,55.0,-115.0,55.0,-115.0,54.0,18.87738903363546,0.000587435163888471
582,-114.0,54.0,-115.0,54.0,-115.0,55.0,-114.0,55.0,-114.0,54.0,8.382763465245564,0.00020389420950107313
583,-113.0,54.0,-114.0,54.0,-114.0,55.0,-113.0,55.0,-113.0,54.0,3.5029788812001548,0.0043973588006436465
584,-112.0,54.0,-113.0,54.0,-113.0,55.0,-112.0,55.0,-112.0,54.0,2.9778413474559784,0.00021078056728982946
585,-111.0,54.0,-112.0,54.0,-112.0,55.0,-111.0,55.0,-111.0,54.0,2.430359832942486,0.0001277624428349909
586,-110.0,54.0,-111.0,54.0,-111.0,55.0,-110.0,55.0,-110.0,54.0,5.421614646911621,0.0014069022287811251
587,-109.0,54.0,-110.0,54.0,-110.0,55.0,-109.0,55.0,-109.0,54.0,15.304803848266602,3.998058175193136e-05
588,-108.0,54.0,-109.0,54.0,-109.0,55.0,-108.0,55.0,-108.0,54.0,7.175856828689575,8.164846018296762e-05
589,-107.0,54.0,-108.0,54.0,-108.0,55.0,-107.0,55.0,-107.0,54.0,22.240457932154335,8.136812693937318e-05
595,-7.0,54.0,-8.0,54.0,-8.0,55.0,-7.0,55.0,-7.0,54.0,10.543138533830643,0.007839202957975898
596,-6.0,54.0,-7.0,54.0,-7.0,55.0,-6.0,55.0,-6.0,54.0,3.028922900557518,0.02465272870225874
597,-5.0,54.0,-6.0,54.0,-6.0,55.0,-5.0,55.0,-5.0,54.0,21.364218493302666,0.01623672796197319
598,-4.0,54.0,-5.0,54.0,-5.0,55.0,-4.0,55.0,-4.0,54.0,12.766361981630325,0.0032479090565625613
599,-3.0,54.0,-4.0,54.0,-4.0,55.0,-3.0,55.0,-3.0,54.0,35.226084043582276,0.014521426451971027
600,-2.0,54.0,-3.0,54.0,-3.0,55.0,-2.0,55.0,-2.0,54.0,7.043752446770668,0.044085540521930214
601,-1.0,54.0,-2.0,54.0,-2.0,55.0,-1.0,55.0,-1.0,54.0,6.819995989402135,0.13566626857263392
602,0.0,54.0,-1.0,54.0,-1.0,55.0,0.0,55.0,0.0,54.0,9.782580534617107,0.020503818863260304
603,9.0,54.0,8.0,54.0,8.0,55.0,9.0,55.0,9.0,54.0,17.355111241340637,0.007539559616692049
604,10.0,54.0,9.0,54.0,9.0,55.0,10.0,55.0,10.0,54.0,21.917238334814705,0.03708073998917644
605,11.0,54.0,10.0,54.0,10.0,55.0,11.0,55.0,11.0,54.0,23.59888255596161,0.049148501403147075
606,12.0,54.0,11.0,54.0,11.0,55.0,12.0,55.0,12.0,54.0,27.936454614003498,0.0051100205617191355
607,13.0,54.0,12.0,54.0,12.0,55.0,13.0,55.0,13.0,54.0,52.7820348739624,0.016281189067572616
608,14.0,54.0,13.0,54.0,13.0,55.0,14.0,55.0,14.0,54.0,31.979100902875263,0.012949824586946407
609,15.0,54.0,14.0,54.0,14.0,55.0,15.0,55.0,15.0,54.0,91.45743250846863,0.005308237059567905
610,16.0,54.0,15.0,54.0,15.0,55.0,16.0,55.0,16.0,54.0,73.08051188786825,0.013972448567045772
611,17.0,54.0,16.0,54.0,16.0,55.0,17.0,55.0,17.0,54.0,68.91787846883139,0.022053439389382617
612,18.0,54.0,17.0,54.0,17.0,55.0,18.0,55.0,18.0,54.0,66.84878468513489,0.010072475821247913
