,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm
1579,-100.0,47.0,-101.0,47.0,-101.0,48.0,-100.0,48.0,-100.0,47.0,15.98211924235026,0.004531100462362545
1580,-99.0,47.0,-100.0,47.0,-100.0,48.0,-99.0,48.0,-99.0,47.0,5.996015419562658,0.004683557423628266
1581,-98.0,47.0,-99.0,47.0,-99.0,48.0,-98.0,48.0,-98.0,47.0,11.67259265979131,0.0065702102481202005
1582,-97.0,47.0,-98.0,47.0,-98.0,48.0,-97.0,48.0,-97.0,47.0,5.0289711604515706,0.015544956599460988
1583,-96.0,47.0,-97.0,47.0,-97.0,48.0,-96.0,48.0,-96.0,47.0,10.632690787315369,0.011582235971117414
1584,-95.0,47.0,-96.0,47.0,-96.0,48.0,-95.0,48.0,-95.0,47.0,29.77738082408905,0.0018251546106737159
1585,-94.0,47.0,-95.0,47.0,-95.0,48.0,-94.0,48.0,-94.0,47.0,98.84839653968811,0.002557124470531077
1590,-79.0,47.0,-80.0,47.0,-80.0,48.0,-79.0,48.0,-79.0,47.0,64.43414092063904,0.0011530614722253354
1593,-70.0,47.0,-71.0,47.0,-71.0,48.0,-70.0,48.0,-70.0,47.0,50.31059185663859,0.0034092895735151514
1594,-69.0,47.0,-70.0,47.0,-70.0,48.0,-69.0,48.0,-69.0,47.0,33.43521853288014,0.000809024006087183
1595,-68.0,47.0,-69.0,47.0,-69.0,48.0,-68.0,48.0,-68.0,47.0,90.70003827412924,0.0024069591588158543
1596,-67.0,47.0,-68.0,47.0,-68.0,48.0,-67.0,48.0,-67.0,47.0,87.95756300290427,0.0014292136101047696
1598,-65.0,47.0,-66.0,47.0,-66.0,48.0,-65.0,48.0,-65.0,47.0,99.93972182273865,0.002214853264622674
1601,-3.0,47.0,-4.0,47.0,-4.0,48.0,-3.0,48.0,-3.0,47.0,13.570031523704529,0.003416677601042845
1602,-2.0,47.0,-3.0,47.0,-3.0,48.0,-2.0,48.0,-2.0,47.0,13.826397061347961,0.02207890676615825
1603,-1.0,47.0,-2.0,47.0,-2.0,48.0,-1.0,48.0,-1.0,47.0,5.967141563693682,0.06116195644996173
1604,0.0,47.0,-1.0,47.0,-1.0,48.0,0.0,48.0,0.0,47.0,7.162902504205704,0.040621498093781815
1605,1.0,47.0,0.0,47.0,0.0,48.0,1.0,48.0,1.0,47.0,32.18298455079396,0.018702917378682467
1606,2.0,47.0,1.0,47.0,1.0,48.0,2.0,48.0,2.0,47.0,33.85602831840515,0.023538537422853643
1607,3.0,47.0,2.0,47.0,2.0,48.0,3.0,48.0,3.0,47.0,35.57329674561818,0.03437293946504634
1608,4.0,47.0,3.0,47.0,3.0,48.0,4.0,48.0,4.0,47.0,45.11129856109619,0.017867417975653117
1609,5.0,47.0,4.0,47.0,4.0,48.0,5.0,48.0,5.0,47.0,41.41537547111511,0.005007043742230815
1610,6.0,47.0,5.0,47.0,5.0,48.0,6.0,48.0,6.0,47.0,27.196261286735535,0.022697425384261918
1611,7.0,47.0,6.0,47.0,6.0,48.0,7.0,48.0,7.0,47.0,16.975729167461395,0.02993669623722353
1612,8.0,47.0,7.0,47.0,7.0,48.0,8.0,48.0,8.0,47.0,40.363773703575134,0.08546024607102642
1613,9.0,47.0,8.0,47.0,8.0,48.0,9.0,48.0,9.0,47.0,39.07872339089711,0.09753040618972825
1614,10.0,47.0,9.0,47.0,9.0,48.0,10.0,48.0,10.0,47.0,44.63096757729848,0.04466409946501908
1615,11.0,47.0,10.0,47.0,10.0,48.0,11.0,48.0,11.0,47.0,20.380634566148125,0.0094334681889393
1616,12.0,47.0,11.0,47.0,11.0,48.0,12.0,48.0,12.0,47.0,34.58627760410309,0.020423366873029748
1617,13.0,47.0,12.0,47.0,12.0,48.0,13.0,48.0,13.0,47.0,26.814747353394825,0.009523399191613198
1618,14.0,47.0,13.0,47.0,13.0,48.0,14.0,48.0,14.0,47.0,7.9681843519210815,0.010083455569750686
1619,15.0,47.0,14.0,47.0,14.0,48.0,15.0,48.0,15.0,47.0,2.6766670246918993,0.013088333233010415
1620,16.0,47.0,15.0,47.0,15.0,48.0,16.0,48.0,16.0,47.0,65.13468027114868,0.03135423708133686
1621,17.0,47.0,16.0,47.0,16.0,48.0,17.0,48.0,17.0,47.0,55.038291215896606,0.018679832872239486
1622,18.0,47.0,17.0,47.0,17.0,48.0,18.0,48.0,18.0,47.0,39.03702795505524,0.025745195895183783
1623,19.0,47.0,18.0,47.0,18.0,48.0,19.0,48.0,19.0,47.0,36.5582416454951,0.018010470186112484
1624,20.0,47.0,19.0,47.0,19.0,48.0,20.0,48.0,20.0,47.0,46.173205971717834,0.09721661977982594
1625,21.0,47.0,20.0,47.0,20.0,48.0,21.0,48.0,21.0,47.0,33.40086738268535,0.022665785988118924
1626,22.0,47.0,21.0,47.0,21.0,48.0,22.0,48.0,22.0,47.0,38.73977859814961,0.010182587213851005
1627,23.0,47.0,22.0,47.0,22.0,48.0,23.0,48.0,23.0,47.0,26.63303017616272,0.015593628114382209
1628,24.0,47.0,23.0,47.0,23.0,48.0,24.0,48.0,24.0,47.0,11.710297813018162,0.03252133767289328
1629,25.0,47.0,24.0,47.0,24.0,48.0,25.0,48.0,25.0,47.0,6.25075747569402,0.01628468915201919
1630,26.0,47.0,25.0,47.0,25.0,48.0,26.0,48.0,26.0,47.0,5.290258427460989,0.009512079642570056
1631,27.0,47.0,26.0,47.0,26.0,48.0,27.0,48.0,27.0,47.0,9.60943301518758,0.014804244049031613
1632,28.0,47.0,27.0,47.0,27.0,48.0,28.0,48.0,28.0,47.0,8.962982892990112,0.015720246400519923
1633,29.0,47.0,28.0,47.0,28.0,48.0,29.0,48.0,29.0,47.0,46.87606592973073,0.05724222138034757
1634,30.0,47.0,29.0,47.0,29.0,48.0,30.0,48.0,30.0,47.0,46.00081145763397,0.029346943980090422
1635,31.0,47.0,30.0,47.0,30.0,48.0,31.0,48.0,31.0,47.0,20.903027057647705,0.03820710778073032
1636,32.0,47.0,31.0,47.0,31.0,48.0,32.0,48.0,32.0,47.0,20.78705678383509,0.0277515360124062
1637,33.0,47.0,32.0,47.0,32.0,48.0,33.0,48.0,33.0,47.0,15.584173301855722,0.02752941698390117
1638,34.0,47.0,33.0,47.0,33.0,48.0,34.0,48.0,34.0,47.0,30.513256788253784,0.03296218637123654
1639,35.0,47.0,34.0,47.0,34.0,48.0,35.0,48.0,35.0,47.0,24.624866247177124,0.028914290833029804
1640,36.0,47.0,35.0,47.0,35.0,48.0,36.0,48.0,36.0,47.0,22.68772224585215,0.027441702590023653
1641,37.0,47.0,36.0,47.0,36.0,48.0,37.0,48.0,37.0,47.0,22.12434709072113,0.03808817242527905
1642,38.0,47.0,37.0,47.0,37.0,48.0,38.0,48.0,38.0,47.0,30.45695722103119,0.04992973742245468
1643,39.0,47.0,38.0,47.0,38.0,48.0,39.0,48.0,39.0,47.0,20.56828737258911,0.03423894231404678
1644,40.0,47.0,39.0,47.0,39.0,48.0,40.0,48.0,40.0,47.0,7.546458890040715,0.06984185085155523
1645,41.0,47.0,40.0,47.0,40.0,48.0,41.0,48.0,41.0,47.0,3.6088906849424043,0.013529642035696763
1646,42.0,47.0,41.0,47.0,41.0,48.0,42.0,48.0,42.0,47.0,3.471638262271881,0.01670891158730218
1647,43.0,47.0,42.0,47.0,42.0,48.0,43.0,48.0,43.0,47.0,1.5897079681356747,0.009814946989091782
1648,44.0,47.0,43.0,47.0,43.0,48.0,44.0,48.0,44.0,47.0,14.145818228522936,0.0018567338944713524
1649,45.0,47.0,44.0,47.0,44.0,48.0,45.0,48.0,45.0,47.0,28.007858867446583,0.0007974329381558184
1650,46.0,47.0,45.0,47.0,45.0,48.0,46.0,48.0,46.0,47.0,0.4300362003656725,0.0004971455980800186
1651,47.0,47.0,46.0,47.0,46.0,48.0,47.0,48.0,47.0,47.0,21.61548833052317,0.0018783623236158554
1652,48.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,47.0,8.768355598052342,0.0028699288007307464
1653,79.0,47.0,78.0,47.0,78.0,48.0,79.0,48.0,79.0,47.0,1.41176263621153e-17,0.0004843506003350238
1654,80.0,47.0,79.0,47.0,79.0,48.0,80.0,48.0,80.0,47.0,8.717609933000558e-15,0.0004543827997436648
1655,81.0,47.0,80.0,47.0,80.0,48.0,81.0,48.0,81.0,47.0,1.4119493593101165e-16,0.000828303820514735
1656,82.0,47.0,81.0,47.0,81.0,48.0,82.0,48.0,82.0,47.0,1.6300753746507926e-16,0.0010349579704146575
1657,83.0,47.0,82.0,47.0,82.0,48.0,83.0,48.0,83.0,47.0,3.557299047544163e-16,0.003292335034606765
1658,84.0,47.0,83.0,47.0,83.0,48.0,84.0,48.0,84.0,47.0,0.02550856176336917,0.003267478557894024
1659,85.0,47.0,84.0,47.0,84.0,48.0,85.0,48.0,85.0,47.0,2.8361740185952673e-15,0.0014005474635898308
1660,86.0,47.0,85.0,47.0,85.0,48.0,86.0,48.0,86.0,47.0,2.219665174682935,0.0017309208956540814
1661,87.0,47.0,86.0,47.0,86.0,48.0,87.0,48.0,87.0,47.0,0.6078824245681365,0.000923983864183217
1662,88.0,47.0,87.0,47.0,87.0,48.0,88.0,48.0,88.0,47.0,0.38439397079249227,0.003962716647494784
1663,89.0,47.0,88.0,47.0,88.0,48.0,89.0,48.0,89.0,47.0,0.03459204550987731,0.0011302812311888594
1664,90.0,47.0,89.0,47.0,89.0,48.0,90.0,48.0,90.0,47.0,0.02728161101307099,0.0013232247342129385
1665,91.0,47.0,90.0,47.0,90.0,48.0,91.0,48.0,91.0,47.0,1.6460226227839787,0.0011172534672842728
1684,119.0,47.0,118.0,47.0,118.0,48.0,119.0,48.0,119.0,47.0,0.21506745057801405,3.658169555302506e-05
1685,120.0,47.0,119.0,47.0,119.0,48.0,120.0,48.0,120.0,47.0,34.909430642922715,0.0007614793047434874
1687,122.0,47.0,121.0,47.0,121.0,48.0,122.0,48.0,122.0,47.0,2.8234316036105156,0.0019082633133558828
1688,123.0,47.0,122.0,47.0,122.0,48.0,123.0,48.0,123.0,47.0,0.049951513938140124,0.008746154374595184
1689,124.0,47.0,123.0,47.0,123.0,48.0,124.0,48.0,124.0,47.0,1.7376898787915707,0.031231378816547712
1690,125.0,47.0,124.0,47.0,124.0,48.0,125.0,48.0,125.0,47.0,1.7905028847356637,0.011122316339085638
1691,126.0,47.0,125.0,47.0,125.0,48.0,126.0,48.0,126.0,47.0,0.09108262020163238,0.018710048658133586
1692,127.0,47.0,126.0,47.0,126.0,48.0,127.0,48.0,127.0,47.0,0.8381818265964588,0.017372136692386443
1693,128.0,47.0,127.0,47.0,127.0,48.0,128.0,48.0,128.0,47.0,2.3743279433498783,0.007838198404231646
1694,129.0,47.0,128.0,47.0,128.0,48.0,129.0,48.0,129.0,47.0,62.255874276161194,0.009285085341390309
1695,130.0,47.0,129.0,47.0,129.0,48.0,130.0,48.0,130.0,47.0,42.12162047624588,0.013506165500273329
1696,131.0,47.0,130.0,47.0,130.0,48.0,131.0,48.0,131.0,47.0,24.18819715579351,0.06582589067982743
1697,132.0,47.0,131.0,47.0,131.0,48.0,132.0,48.0,132.0,47.0,11.612820004423458,0.028333643430622217
1698,133.0,47.0,132.0,47.0,132.0,48.0,133.0,48.0,133.0,47.0,5.358128001292547,0.0034167299377247406
1699,134.0,47.0,133.0,47.0,133.0,48.0,134.0,48.0,134.0,47.0,13.722899556159973,0.002995198178281177
1700,135.0,47.0,134.0,47.0,134.0,48.0,135.0,48.0,135.0,47.0,16.015826165676117,0.0007481533635856962
1705,143.0,47.0,142.0,47.0,142.0,48.0,143.0,48.0,143.0,47.0,91.05595548947653,0.008710430283084792
1707,-122.0,46.0,-123.0,46.0,-123.0,47.0,-122.0,47.0,-122.0,46.0,84.64230100313821,0.015150717899490875
1708,-121.0,46.0,-122.0,46.0,-122.0,47.0,-121.0,47.0,-121.0,46.0,99.99998211860657,0.0013007621569873964
1709,-120.0,46.0,-121.0,46.0,-121.0,47.0,-120.0,47.0,-120.0,46.0,3.7904428939024606,0.011928712108213694
1710,-119.0,46.0,-120.0,46.0,-120.0,47.0,-119.0,47.0,-119.0,46.0,5.448883647720018,0.11731643729406784
1711,-118.0,46.0,-119.0,46.0,-119.0,47.0,-118.0,47.0,-118.0,46.0,3.751686463753382,0.09043300900680373
1712,-117.0,46.0,-118.0,46.0,-118.0,47.0,-117.0,47.0,-117.0,46.0,23.684358596801758,0.00010947781700014249
1713,-116.0,46.0,-117.0,46.0,-117.0,47.0,-116.0,47.0,-116.0,46.0,27.631394068400066,0.00010739044946679091
1714,-115.0,46.0,-116.0,46.0,-116.0,47.0,-115.0,47.0,-115.0,46.0,61.530905961990356,0.00019956031156526005
1715,-114.0,46.0,-115.0,46.0,-115.0,47.0,-114.0,47.0,-114.0,46.0,14.168263971805573,0.0011436489400307168
1716,-113.0,46.0,-114.0,46.0,-114.0,47.0,-113.0,47.0,-113.0,46.0,11.495231091976166,0.00019829170825124025
1718,-111.0,46.0,-112.0,46.0,-112.0,47.0,-111.0,47.0,-111.0,46.0,5.392570545276007,0.003202641439219289
1719,-110.0,46.0,-111.0,46.0,-111.0,47.0,-110.0,47.0,-110.0,46.0,18.679342667261757,0.000520291097457863
1720,-109.0,46.0,-110.0,46.0,-110.0,47.0,-109.0,47.0,-109.0,46.0,4.742630144270757,0.00028293035217288366
1721,-108.0,46.0,-109.0,46.0,-109.0,47.0,-108.0,47.0,-108.0,46.0,1.9218238691488903,0.0047966609392045305
1722,-107.0,46.0,-108.0,46.0,-108.0,47.0,-107.0,47.0,-107.0,46.0,0.8438348770141602,0.00022228885196312487
1723,-106.0,46.0,-107.0,46.0,-107.0,47.0,-106.0,47.0,-106.0,46.0,39.74283188581467,0.00019756505894197044
1724,-105.0,46.0,-106.0,46.0,-106.0,47.0,-105.0,47.0,-105.0,46.0,10.624101261297863,0.0003715883665712571
1725,-104.0,46.0,-105.0,46.0,-105.0,47.0,-104.0,47.0,-104.0,46.0,1.4317991522451243,3.0068914729979636e-05
1726,-103.0,46.0,-104.0,46.0,-104.0,47.0,-103.0,47.0,-103.0,46.0,0.46442335781951744,0.00011616461013254064
1727,-102.0,46.0,-103.0,46.0,-103.0,47.0,-102.0,47.0,-102.0,46.0,19.192086160182953,0.00038782679072184604
1728,-101.0,46.0,-102.0,46.0,-102.0,47.0,-101.0,47.0,-101.0,46.0,0.446269940584898,0.00023268184927204892
1729,-100.0,46.0,-101.0,46.0,-101.0,47.0,-100.0,47.0,-100.0,46.0,1.4099613763391972,0.0005136078890508049
1730,-99.0,46.0,-100.0,46.0,-100.0,47.0,-99.0,47.0,-99.0,46.0,4.524041463931402,0.0012870991502628357
1731,-98.0,46.0,-99.0,46.0,-99.0,47.0,-98.0,47.0,-98.0,46.0,4.669984554251036,0.009610179954747939
1732,-97.0,46.0,-98.0,46.0,-98.0,47.0,-97.0,47.0,-97.0,46.0,8.48612089951833,0.01425449734631516
1733,-96.0,46.0,-97.0,46.0,-97.0,47.0,-96.0,47.0,-96.0,46.0,10.11667549610138,0.014881534123056256
1734,-95.0,46.0,-96.0,46.0,-96.0,47.0,-95.0,47.0,-95.0,46.0,17.80333717664083,0.0020811667029695664
1735,-94.0,46.0,-95.0,46.0,-95.0,47.0,-94.0,47.0,-94.0,46.0,13.07775005698204,0.00018208066239608025
1736,-93.0,46.0,-94.0,46.0,-94.0,47.0,-93.0,47.0,-93.0,46.0,14.722284177939096,0.0028180350516722567
1737,-92.0,46.0,-93.0,46.0,-93.0,47.0,-92.0,47.0,-92.0,46.0,36.83721522490184,0.0021788472833874544
1739,-90.0,46.0,-91.0,46.0,-91.0,47.0,-90.0,47.0,-90.0,46.0,81.39780759811401,0.0015106453544329083
1748,-80.0,46.0,-81.0,46.0,-81.0,47.0,-80.0,47.0,-80.0,46.0,83.17743738492331,0.002968531812631107
1749,-79.0,46.0,-80.0,46.0,-80.0,47.0,-79.0,47.0,-79.0,46.0,99.9954342842102,0.0035160231626326682
1751,-75.0,46.0,-76.0,46.0,-76.0,47.0,-75.0,47.0,-75.0,46.0,66.65878891944885,0.002036899333130809
1753,-73.0,46.0,-74.0,46.0,-74.0,47.0,-73.0,47.0,-73.0,46.0,43.25219392776489,0.03967181293410629
1754,-72.0,46.0,-73.0,46.0,-73.0,47.0,-72.0,47.0,-72.0,46.0,25.562406579653423,0.015027232249010493
1755,-71.0,46.0,-72.0,46.0,-72.0,47.0,-71.0,47.0,-71.0,46.0,14.072975267966589,0.006756150989981874
1756,-70.0,46.0,-71.0,46.0,-71.0,47.0,-70.0,47.0,-70.0,46.0,6.4929138248165446,0.003934892651268424
1758,-68.0,46.0,-69.0,46.0,-69.0,47.0,-68.0,47.0,-68.0,46.0,93.29447150230408,0.0004277909535586493
1759,-67.0,46.0,-68.0,46.0,-68.0,47.0,-67.0,47.0,-67.0,46.0,86.67030731836954,0.001755539492733683
1761,-65.0,46.0,-66.0,46.0,-66.0,47.0,-65.0,47.0,-65.0,46.0,94.87649401028952,0.001080931016809369
1762,-64.0,46.0,-65.0,46.0,-65.0,47.0,-64.0,47.0,-64.0,46.0,99.95123744010925,0.00693130534782108
1765,-1.0,46.0,-2.0,46.0,-2.0,47.0,-1.0,47.0,-1.0,46.0,8.790963888168335,0.016828382158945113
1766,0.0,46.0,-1.0,46.0,-1.0,47.0,0.0,47.0,0.0,46.0,16.356009244918823,0.039167016749534364
1767,1.0,46.0,0.0,46.0,0.0,47.0,1.0,47.0,1.0,46.0,20.30813843011856,0.050862552326176313
1768,2.0,46.0,1.0,46.0,1.0,47.0,2.0,47.0,2.0,46.0,12.348922342061996,0.018585412661941286
1769,3.0,46.0,2.0,46.0,2.0,47.0,3.0,47.0,3.0,46.0,15.345249076684317,0.016295845841033284
1770,4.0,46.0,3.0,46.0,3.0,47.0,4.0,47.0,4.0,46.0,14.861683547496796,0.030571423291254514
1771,5.0,46.0,4.0,46.0,4.0,47.0,5.0,47.0,5.0,46.0,30.803908904393513,0.07141682805782057
1772,6.0,46.0,5.0,46.0,5.0,47.0,6.0,47.0,6.0,46.0,27.736181517442066,0.02705567808581943
1773,7.0,46.0,6.0,46.0,6.0,47.0,7.0,47.0,7.0,46.0,13.736645380655924,0.07965672545242143
1774,8.0,46.0,7.0,46.0,7.0,47.0,8.0,47.0,8.0,46.0,16.01229260365168,0.01819485923461399
1775,9.0,46.0,8.0,46.0,8.0,47.0,9.0,47.0,9.0,46.0,54.60775295893351,0.04667811304259125
1776,10.0,46.0,9.0,46.0,9.0,47.0,10.0,47.0,10.0,46.0,38.21747402350108,0.07146502853197767
1777,11.0,46.0,10.0,46.0,10.0,47.0,11.0,47.0,11.0,46.0,98.12309741973877,0.018062518615893915
1778,12.0,46.0,11.0,46.0,11.0,47.0,12.0,47.0,12.0,46.0,83.66988499959311,0.041894518498081575
1779,13.0,46.0,12.0,46.0,12.0,47.0,13.0,47.0,13.0,46.0,44.62474485238393,0.050862028789640974
1780,14.0,46.0,13.0,46.0,13.0,47.0,14.0,47.0,14.0,46.0,48.199426134427384,0.04126303836044715
1781,15.0,46.0,14.0,46.0,14.0,47.0,15.0,47.0,15.0,46.0,19.088420271873474,0.03187540836134214
1782,16.0,46.0,15.0,46.0,15.0,47.0,16.0,47.0,16.0,46.0,70.65059940020242,0.04713531436831803
1783,17.0,46.0,16.0,46.0,16.0,47.0,17.0,47.0,17.0,46.0,56.92958037058512,0.04131021789941059
1784,18.0,46.0,17.0,46.0,17.0,47.0,18.0,47.0,18.0,46.0,68.93696188926697,0.00953522705389379
1785,19.0,46.0,18.0,46.0,18.0,47.0,19.0,47.0,19.0,46.0,40.889304876327515,0.022372564559726034
1786,20.0,46.0,19.0,46.0,19.0,47.0,20.0,47.0,20.0,46.0,42.871204018592834,0.006167189013570356
1787,21.0,46.0,20.0,46.0,20.0,47.0,21.0,47.0,21.0,46.0,25.297662615776062,0.030223425911024313
1788,22.0,46.0,21.0,46.0,21.0,47.0,22.0,47.0,22.0,46.0,38.17396561304729,0.022089788306068007
1789,23.0,46.0,22.0,46.0,22.0,47.0,23.0,47.0,23.0,46.0,45.9610511859258,0.013553428195161648
1790,24.0,46.0,23.0,46.0,23.0,47.0,24.0,47.0,24.0,46.0,16.538610061009727,0.020670871953265096
1791,25.0,46.0,24.0,46.0,24.0,47.0,25.0,47.0,25.0,46.0,6.801280379295349,0.010160576084068666
1792,26.0,46.0,25.0,46.0,25.0,47.0,26.0,47.0,26.0,46.0,29.901891946792603,0.020993965044006392
1793,27.0,46.0,26.0,46.0,26.0,47.0,27.0,47.0,27.0,46.0,17.59593437115351,0.0243781140685878
1794,28.0,46.0,27.0,46.0,27.0,47.0,28.0,47.0,28.0,46.0,16.928118467330933,0.012848763480304571
1795,29.0,46.0,28.0,46.0,28.0,47.0,29.0,47.0,29.0,46.0,32.65686531861623,0.01835668212092625
1796,30.0,46.0,29.0,46.0,29.0,47.0,30.0,47.0,30.0,46.0,30.7987242937088,0.03143337323597576
1797,31.0,46.0,30.0,46.0,30.0,47.0,31.0,47.0,31.0,46.0,26.81978742281596,0.07299696345399864
1798,32.0,46.0,31.0,46.0,31.0,47.0,32.0,47.0,32.0,46.0,28.500279784202576,0.008280755701495886
1799,33.0,46.0,32.0,46.0,32.0,47.0,33.0,47.0,33.0,46.0,45.726637045542404,0.013906730087708962
1800,34.0,46.0,33.0,46.0,33.0,47.0,34.0,47.0,34.0,46.0,54.69702283541361,0.025945864967606244
1801,35.0,46.0,34.0,46.0,34.0,47.0,35.0,47.0,35.0,46.0,31.565160552660625,0.030717708707524684
1802,36.0,46.0,35.0,46.0,35.0,47.0,36.0,47.0,36.0,46.0,22.490633030732475,0.014999583696030602
1803,37.0,46.0,36.0,46.0,36.0,47.0,37.0,47.0,37.0,46.0,21.94906324148178,0.008150586809522825
1804,38.0,46.0,37.0,46.0,37.0,47.0,38.0,47.0,38.0,46.0,27.37512042125066,0.001602483187514779
1805,39.0,46.0,38.0,46.0,38.0,47.0,39.0,47.0,39.0,46.0,1.4475086393455663,0.010921060223414453
1806,40.0,46.0,39.0,46.0,39.0,47.0,40.0,47.0,40.0,46.0,1.089471640686194,0.03175012449934849
1807,41.0,46.0,40.0,46.0,40.0,47.0,41.0,47.0,41.0,46.0,0.6167469856639702,0.027183439690397375
1808,42.0,46.0,41.0,46.0,41.0,47.0,42.0,47.0,42.0,46.0,2.57074311375618,0.022524352194391122
1809,43.0,46.0,42.0,46.0,42.0,47.0,43.0,47.0,43.0,46.0,2.255990294118722,0.007980070365905782
1810,44.0,46.0,43.0,46.0,43.0,47.0,44.0,47.0,44.0,46.0,2.6781465858221054,0.002033726111094767
1811,45.0,46.0,44.0,46.0,44.0,47.0,45.0,47.0,45.0,46.0,7.285351720594041e-15,0.004169614229703981
1812,46.0,46.0,45.0,46.0,45.0,47.0,46.0,47.0,46.0,46.0,8.68559752901395,0.00036163523217991225
1813,48.0,46.0,47.0,46.0,47.0,47.0,48.0,47.0,48.0,46.0,16.675486167271934,0.010506609659712115
1814,49.0,46.0,48.0,46.0,48.0,47.0,49.0,47.0,49.0,46.0,8.092622955640156,0.01838368382822356
1815,62.0,46.0,61.0,46.0,61.0,47.0,62.0,47.0,62.0,46.0,30.342456698417664,0.0004244852443661691
1817,76.0,46.0,75.0,46.0,75.0,47.0,76.0,47.0,76.0,46.0,88.41718236605325,0.0002336074890055724
1818,80.0,46.0,79.0,46.0,79.0,47.0,80.0,47.0,80.0,46.0,5.920102086121464e-15,0.0008487146942309697
1819,81.0,46.0,80.0,46.0,80.0,47.0,81.0,47.0,81.0,46.0,0.19248884248857695,0.0006404930769840715
1820,82.0,46.0,81.0,46.0,81.0,47.0,82.0,47.0,82.0,46.0,0.11288011495101576,0.0005207241911340876
1821,83.0,46.0,82.0,46.0,82.0,47.0,83.0,47.0,83.0,46.0,0.0037021716707386076,0.001525935082431421
1822,84.0,46.0,83.0,46.0,83.0,47.0,84.0,47.0,84.0,46.0,0.002256250384865173,0.007671823569702375
1823,85.0,46.0,84.0,46.0,84.0,47.0,85.0,47.0,85.0,46.0,0.029509502928704023,0.0019415389825194987
1824,86.0,46.0,85.0,46.0,85.0,47.0,86.0,47.0,86.0,46.0,62.923661867777504,0.0017886633828546087
1825,87.0,46.0,86.0,46.0,86.0,47.0,87.0,47.0,87.0,46.0,97.4568466345469,0.0003566067165937352
1826,88.0,46.0,87.0,46.0,87.0,47.0,88.0,47.0,88.0,46.0,2.8646180025922572e-15,0.000608056782992219
1827,89.0,46.0,88.0,46.0,88.0,47.0,89.0,47.0,89.0,46.0,4.487739648957764e-16,0.0002819851348931751
1828,90.0,46.0,89.0,46.0,89.0,47.0,90.0,47.0,90.0,46.0,1.0224096410872754e-14,0.0004680115738830454
1829,91.0,46.0,90.0,46.0,90.0,47.0,91.0,47.0,91.0,46.0,0.0001654104797429075,0.0009387370125395952
1845,119.0,46.0,118.0,46.0,118.0,47.0,119.0,47.0,119.0,46.0,0.0,0.0005921259754748439
1846,120.0,46.0,119.0,46.0,119.0,47.0,120.0,47.0,120.0,46.0,4.873747440675894,0.00044242565278437195
1847,121.0,46.0,120.0,46.0,120.0,47.0,121.0,47.0,121.0,46.0,4.3362484623988475,0.00181178028390579
1848,122.0,46.0,121.0,46.0,121.0,47.0,122.0,47.0,122.0,46.0,0.5122514441609383,0.009278868778350493
1849,123.0,46.0,122.0,46.0,122.0,47.0,123.0,47.0,123.0,46.0,0.16628049779683352,0.02113328144866468
1850,124.0,46.0,123.0,46.0,123.0,47.0,124.0,47.0,124.0,46.0,3.9562154561281204,0.005088361625202938
1851,125.0,46.0,124.0,46.0,124.0,47.0,125.0,47.0,125.0,46.0,11.092436561981838,0.04731937073754501
1852,126.0,46.0,125.0,46.0,125.0,47.0,126.0,47.0,126.0,46.0,0.5886456773926814,0.03684758153621434
1853,127.0,46.0,126.0,46.0,126.0,47.0,127.0,47.0,127.0,46.0,0.3958165179938078,0.2566638456283077
1854,128.0,46.0,127.0,46.0,127.0,47.0,128.0,47.0,128.0,46.0,0.5735780578106642,0.02407297509195703
1855,129.0,46.0,128.0,46.0,128.0,47.0,129.0,47.0,129.0,46.0,8.407744020223618,0.015733841360937386
1856,130.0,46.0,129.0,46.0,129.0,47.0,130.0,47.0,130.0,46.0,3.8533745954434075,0.002263587867793742
1857,131.0,46.0,130.0,46.0,130.0,47.0,131.0,47.0,131.0,46.0,0.6308081715057294,0.006060681668594317
1858,132.0,46.0,131.0,46.0,131.0,47.0,132.0,47.0,132.0,46.0,0.2994131684924165,0.004846290166231713
1859,133.0,46.0,132.0,46.0,132.0,47.0,133.0,47.0,133.0,46.0,2.204520193239053,0.002728327569566766
1860,134.0,46.0,133.0,46.0,133.0,47.0,134.0,47.0,134.0,46.0,24.494407077630363,0.006122680357171499
1861,135.0,46.0,134.0,46.0,134.0,47.0,135.0,47.0,135.0,46.0,48.41250677903493,0.0003444190314770128
1862,138.0,46.0,137.0,46.0,137.0,47.0,138.0,47.0,138.0,46.0,65.44244885444641,0.00017104286370407383
1864,143.0,46.0,142.0,46.0,142.0,47.0,143.0,47.0,143.0,46.0,92.1200156211853,0.0005640473631034264
1866,-123.0,45.0,-124.0,45.0,-124.0,46.0,-123.0,46.0,-123.0,45.0,6.778637692332268,0.012678528824830542
1867,-122.0,45.0,-123.0,45.0,-123.0,46.0,-122.0,46.0,-122.0,45.0,6.346029291550319,0.0624819554535504
1868,-121.0,45.0,-122.0,45.0,-122.0,46.0,-121.0,46.0,-121.0,45.0,70.62451442082724,0.0019001737203985692
1869,-120.0,45.0,-121.0,45.0,-121.0,46.0,-120.0,46.0,-120.0,45.0,44.60294544696808,0.0002653339120963447
